pc_time_s,seq_id,module_id,status,tx_drops,EMG R env,EMG L env,EMG R act,EMG L act,FSR RH,FSR RT,FSR LH,FSR LT,Phase R,Phase L,Gait R,Gait L,Thigh R,Thigh L,Tau R,Tau L
0.6800,8735,240,0,0,0.001440,0.010109,0.000000,0.000000,1.500000,1.500000,1.374570,1.500000,0.498334,0.764240,1.000000,2.000000,6.108398,-16.918945,0.000000,0.000000
0.6900,8737,240,0,0,0.001468,0.010206,0.000000,0.000000,1.500000,1.500000,1.376307,1.500000,0.511802,0.769240,1.000000,2.000000,6.064453,-16.940918,0.000000,0.000000
0.7000,8738,240,0,0,0.001384,0.009708,0.000000,0.000000,1.500000,1.500000,1.378309,1.500000,0.518536,0.771740,1.000000,2.000000,6.064453,-16.940918,0.000000,0.000000
0.7100,8739,240,0,0,0.001508,0.009691,0.000000,0.000000,1.500000,1.500000,1.377795,1.500000,0.525270,0.774239,1.000000,2.000000,6.042480,-16.962891,0.000000,0.000000
0.7200,8740,240,0,0,0.001959,0.009743,0.000000,0.000000,1.500000,1.500000,1.378390,1.500000,0.532005,0.776739,1.000000,2.000000,6.042480,-16.962891,0.000000,0.000000
0.7300,8741,240,0,0,0.001942,0.009850,0.000000,0.000000,1.500000,1.500000,1.378876,1.500000,0.538739,0.779239,1.000000,2.000000,6.020508,-16.962891,0.000000,0.000000
0.7400,8742,240,0,0,0.001732,0.009504,0.000000,0.000000,1.500000,1.500000,1.379147,1.500000,0.545473,0.781739,1.000000,2.000000,6.020508,-16.984863,0.000000,0.000000
0.7500,8743,240,0,0,0.001613,0.009864,0.000000,0.000000,1.500000,1.500000,1.379061,1.500000,0.552207,0.784239,1.000000,2.000000,5.998535,-16.984863,0.000000,0.000000
0.7600,8744,240,0,0,0.001866,0.010011,0.000000,0.000000,1.500000,1.500000,1.379461,1.500000,0.558941,0.786739,1.000000,2.000000,5.976562,-17.006836,0.000000,0.000000
0.7700,8745,240,0,0,0.001685,0.009851,0.000000,0.000000,1.500000,1.500000,1.378671,1.500000,0.565675,0.789238,1.000000,2.000000,5.954590,-17.006836,0.000000,0.000000
0.7800,8746,240,0,0,0.001503,0.009676,0.000000,0.000000,1.500000,1.500000,1.377467,1.500000,0.572409,0.791738,1.000000,2.000000,5.932617,-17.028809,0.000000,0.000000
